transid	transname                        	subsysid	trantype	tranmode	tranlevel	runmode	comlinetype	msgtype	vermacflg	vertellerflg	verbranchflg	rsvflag1	rsvflag2	rsvflag3	rsvflag4	rsvflag5	rsvflag6	rsvitem1                         	rsvitem2                         	rsvitem3                         	rsvitem4                         	rsvitem5                         	rsvitem6                         
123457 	基本信息查询                     	tet     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	1       	1       	        	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
123456 	my贷款开户                       	aaa     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpaaasrv                         
123453 	内部帐一借一贷                   	gls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
123452 	TEST数据删除                     	tet     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	1       	1       	        	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
123451 	TEST数据修改                     	tet     	        	        	         	1      	           	       	0        	2           	2           	0       	1       	0       	1       	1       	        	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121918 	监管账户报表打印                 	dps     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121917 	pos缴款入监管流水登记簿          	dps     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121916 	房管局对账文件                   	dps     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121915 	资金监管账户汇总对账单           	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121909 	缴款/划拨/冲正流水查询           	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121908 	监管账户信息查询                 	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121907 	错入账隔日冲正                   	dps     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121906 	错入账当日冲正                   	dps     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121905 	资金监管账户资金拨付             	dps     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121904 	资金监管缴款                     	dps     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121903 	资金监管账户撤销                 	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121902 	监管账户信息变更                 	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121901 	资金监管账户开户                 	dps     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpdpssrv                         
121128 	查询1                            	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121127 	更新                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121126 	删除                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121125 	多条查询1                        	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121124 	多条查询                         	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121123 	判断条件                         	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121121 	插入                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121120 	查询                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121031 	键入用户信息                     	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121026 	更新用户信息                     	tet     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121025 	删除                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121024 	根据账号查询姓名                 	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121022 	插入                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121021 	查询                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121007 	查询                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121006 	修改                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121005 	删除                             	tet     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121004 	多条查询                         	tet     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121002 	添加                             	tet     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
121001 	简单查询                         	tet     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
119004 	尾箱查询                         	tls     	        	        	         	1      	           	       	0        	0           	0           	0       	0       	0       	        	        	        	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
119003 	柜员信息查询                     	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
119002 	柜员信息查询                     	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
119001 	业务量打印                       	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
118050 	库管员移交登记簿查询/打印        	tls     	        	        	         	1      	           	       	0        	0           	0           	0       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
118040 	柜员兼职情况查询                 	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
118030 	柜员变动情况查询                 	tls     	        	        	         	1      	           	       	0        	0           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
118020 	柜员基本信息查询                 	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
116003 	查询机构正常工作时间             	pub     	0       	0       	0        	1      	0          	0      	0        	2           	2           	1       	0       	0       	        	0       	        	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
116002 	打印机构加班申请情况             	pub     	0       	0       	0        	1      	0          	0      	0        	2           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
116001 	查询机构加班申请情况             	pub     	0       	0       	0        	1      	0          	0      	0        	0           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
115201 	维护机构正常工作时间             	pub     	0       	0       	0        	1      	0          	0      	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
115102 	机构加班审批/拒绝                	pub     	0       	0       	0        	1      	0          	0      	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
115101 	机构加班申请/撤销                	pub     	0       	0       	0        	1      	0          	0      	0        	2           	2           	1       	1       	0       	        	0       	0       	                                 	                                 	                                 	                                 	                                 	tppubsrv                         
115069 	参与柜员查询                     	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115068 	柜员参与业务量统计管理           	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115057 	查询柜员卡明细                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115056 	检查柜员卡                       	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115055 	查询柜员卡                       	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115054 	销毁删除柜员卡                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115053 	柜员卡挂失收回                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115052 	柜员卡发放                       	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115051 	领入空白柜员卡                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115049 	柜员密码检查                     	tls     	        	        	         	1      	           	       	0        	7           	0           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115048 	库管员移交                       	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115047 	柜员休假登记                     	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115046 	柜员启用                         	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115043 	挂失柜员卡                       	TLS     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115042 	回收柜员卡                       	TLS     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115041 	发放柜员卡                       	TLS     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115038 	维护柜员尾箱属性                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115037 	机构控制信息修改                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115036 	机构控制信息建立                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115030 	注销/调动柜员                    	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115029 	强制分配尾箱                     	tls     	0       	0       	0        	1      	0          	0      	0        	0           	0           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115028 	尾箱上缴                         	tls     	0       	0       	0        	1      	0          	0      	0        	0           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115027 	分配尾箱                         	tls     	0       	0       	0        	1      	0          	0      	0        	0           	0           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115026 	维护机构信息                     	tls     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115025 	机构签退                         	tls     	        	        	         	1      	           	       	0        	5           	2           	1       	1       	1       	1       	0       	0       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115024 	注册被调至柜员                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115023 	注销调离柜员                     	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115021 	领用柜员卡                       	TLS     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115018 	柜员签退                         	tls     	        	        	         	1      	           	       	0        	3           	0           	1       	0       	1       	1       	0       	0       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115017 	柜员修改登陆状态                 	tls     	        	        	         	1      	           	       	0        	2           	0           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115016 	柜员辅助信息维护                 	TLS     	0       	0       	0        	1      	           	       	0        	2           	2           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115014 	柜员扎帐                         	tls     	        	        	         	1      	           	       	0        	0           	2           	1       	0       	1       	1       	0       	0       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115013 	柜员修改密码                     	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115012 	主管初始化密码                   	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115011 	建立网点尾箱                     	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115010 	柜员兼职类别维护                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115008 	维护柜员基本信息                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115006 	登记柜员币种限额                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115005 	柜员签到                         	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115004 	机构签到                         	tls     	        	        	         	1      	           	       	0        	5           	0           	1       	0       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115003 	主管分配尾箱                     	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115002 	建立柜员                         	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
115001 	开立机构                         	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
111111 	loan查询                         	aaa     	        	        	         	1      	           	       	0        	2           	2           	1       	0       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tpaaasrv                         
110018 	查询网点多条尾箱                 	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	        	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110013 	机构名称柜员名称查询             	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110010 	机构控制信息查询                 	tls     	        	        	         	1      	           	       	0        	0           	2           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110008 	查询柜员币种限额表               	tls     	        	        	         	1      	           	       	0        	0           	2           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110007 	查询机构基本信息                 	tls     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110005 	未签退机构查询                   	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110004 	查询柜员尾箱                     	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110003 	未签退柜员查询                   	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110002 	柜员扎账信息统计                 	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	1       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tptlssrv                         
110001 	柜员基本信息查询                 	tls     	        	        	         	1      	           	       	0        	0           	0           	1       	0       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	2                                	tptlssrv                         
100110 	测试李世武                       	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
100001 	测试                             	tet     	        	        	         	1      	           	       	0        	2           	2           	1       	1       	1       	1       	1       	1       	                                 	                                 	                                 	                                 	                                 	tptetsrv                         
092267 	电子账户他行资金归集登记         	el      	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpelmain                         
092266 	电子账户资金归集金额计算         	el      	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpelmain                         
092265 	查询归集失败信息                 	el      	        	        	         	1      	           	       	0        	2           	2           	1       	1       	0       	1       	0       	1       	                                 	                                 	                                 	                                 	                                 	tpelmain                         
